freq,unit,indic_il,deg_urb,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NAC,MEI_E,DEG1,M,Y_GE75,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49471 e	55077 e	57328 e	57273 e	62295 e	69070 e	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_GE75,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55375 e	62359 e	64748 e	65000 e	70789 e	68988 e	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_GE75,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49467 e	55054 e	57306 e	57263 e	62256 e	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_GE75,FI	: 	17510 	21092 	20966 	19448 	22990 	25049 	25474 	23690 	24249 b	23368 	24097 	24958 	26162 	25864 	27128 	27548 	27032 	26874 	35360 
A,NAC,MEI_E,DEG1,M,Y_GE75,FR	: 	19905 	20858 	19807 	21264 	26519 b	30933 	29432 	32171 	30207 b	29147 	32594 	33303 	31320 	31176 	30311 	32394 	25892 b	27784 	27946 b
A,NAC,MEI_E,DEG1,M,Y_GE75,HR	: 	: 	: 	: 	: 	: 	: 	52816 	51942 	50525 b	54639 	48687 	50385 	53069 	55603 	55611 	58120 	61339 	61455 	68237 
A,NAC,MEI_E,DEG1,M,Y_GE75,HU	: 	: 	1147189 	1291725 	1366157 	1530062 	1561175 	1564490 	1600240 	1765928 b	1830427 	1961909 	2132760 	2078013 	2075574 	2153029 	2088917 	2856505 	2794836 	3039005 
A,NAC,MEI_E,DEG1,M,Y_GE75,IE	14838 	16531 	17941 	18134 	21184 	28392 	29387 	29148 	26389 	24235 b	26598 	25403 	27892 	28872 	29840 	30426 	27651 	30142 b	30329 	35647 
A,NAC,MEI_E,DEG1,M,Y_GE75,IS	: 	1794306 	1886660 	2051440 	2204323 	2560186 	4306044 	4434964 	3560753 	3686180 b	3420908 	3641493 	3633997 	4354530 	4329667 	4687417 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_GE75,IT	: 	16247 	16060 	17669 	17633 	17900 	18986 	18700 	18546 	19705 	19841 	19830 	20530 b	21390 	21897 	22593 	22322 	24708 	24803 	23668 
A,NAC,MEI_E,DEG1,M,Y_GE75,LT	: 	: 	9169 	9758 	12587 	15852 	20233 	18806 	17418 	17935 b	18754 	17918 	5206 	5853 	6229 	6950 	7497 	8845 	9423 	9123 
A,NAC,MEI_E,DEG1,M,Y_GE75,LU	34317 	32001 	34997 	33863 	35950 	35021 	34701 	36213 	40783 	45485 bu	52592 u	47367 u	51758 u	55555 bu	58370 u	57593 u	53890 u	49850 bu	60798 bu	70458 bu
A,NAC,MEI_E,DEG1,M,Y_GE75,LV	: 	: 	2193 	2601 	3369 	3611 	4604 	4546 	5182 	5349 b	5219 	5058 	5870 	5708 	5886 	6392 	6538 	7155 	11821 	8950 
A,NAC,MEI_E,DEG1,M,Y_GE75,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	204070 	199470 	214445 	244338 	242834 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_GE75,MT	: 	: 	3385 	3697 	7911 	8852 	10116 	10077 	10431 	10763 b	10951 	12149 	13228 	12700 	13051 	13268 	13234 	14772 	15000 	16151 
A,NAC,MEI_E,DEG1,M,Y_GE75,NL	: 	: 	19158 	18880 	19154 	20040 	19805 	19915 	20576 	22151 b	21813 	20432 	20972 	22016 b	22757 	22611 	22841 	23395 	23932 	24365 
A,NAC,MEI_E,DEG1,M,Y_GE75,NO	: 	199619 	210066 	203902 	228929 	237409 	269904 	267152 	276747 	300923 b	305830 	: 	345121 	318095 	367886 	352401 	443463 	451059 	378733 b	451488 
A,NAC,MEI_E,DEG1,M,Y_GE75,PL	: 	: 	18176 	19289 	20589 	22577 	23862 	24789 	26795 	28129 b	29263 	30293 	31396 	33132 	33933 	36065 	35947 	38790 	41455 	45676 
A,NAC,MEI_E,DEG1,M,Y_GE75,PT	: 	11375 	8868 	9593 	9378 	11187 	12487 	12197 	11592 	11853 b	12352 	11058 	12134 	11559 	11945 	12300 	13180 	14096 	15192 	15890 
A,NAC,MEI_E,DEG1,M,Y_GE75,RO	: 	: 	: 	: 	8142 	9686 	11884 	13514 	15038 	14897 b	14637 	16426 	14860 	16501 	18604 	21204 	22862 	24611 	27899 	36990 
A,NAC,MEI_E,DEG1,M,Y_GE75,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	467406 	476877 	446003 	442725 	442245 	450796 	522801 	570603 	596406 	696077 
A,NAC,MEI_E,DEG1,M,Y_GE75,SE	: 	158067 	155736 	168205 	171895 	154222 b	188952 	196799 	201925 	208993 b	224620 	285580 	276223 	384620 	242386 	236021 	248212 	253000 	274693 	273593 
A,NAC,MEI_E,DEG1,M,Y_GE75,SI	: 	: 	2524020 	2576689 	11743 	12703 	14271 	15241 	15426 	15618 b	14571 	16077 	16021 	16938 	16692 	16553 	16605 	17509 	18760 	19610 
A,NAC,MEI_E,DEG1,M,Y_GE75,SK	: 	: 	125707 u	133109 u	143583 	155088 u	5613 u	6013 	6465 	6624 b	7158 	7118 	6860 	7405 	7130 	7660 	8052 	8887 	9295 	9284 
A,NAC,MEI_E,DEG1,M,Y_GE75,UK	: 	: 	11996 	13595 	14206 	13973 	13435 	14551 	15058 	15059 b	14869 	16492 	16020 	16354 	18718 b	18740 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	337608 	371042 	391986 	409787 	415197 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,AT	17356 	16647 	18596 	17686 	17992 	19072 b	20592 	20590 	20094 	20293 b	20455 	22285 	24783 	23456 	23463 	22574 	23190 	22827 	25109 	24739 
A,NAC,MEI_E,DEG1,M,Y_LT18,BE	16768 	15827 	16725 	17539 	17557 	19324 	19243 	19569 	19872 	19629 b	20086 	20431 	20859 	21582 	21131 	20907 	21481 b	23246 	22809 	24496 
A,NAC,MEI_E,DEG1,M,Y_LT18,BG	: 	: 	: 	3572 	3845 	6414 	7300 	7976 	7947 	7155 b	8088 	9155 	10759 	8840 b	10940 	11009 	13230 	14356 	16100 	17605 
A,NAC,MEI_E,DEG1,M,Y_LT18,CH	: 	: 	: 	: 	48012 	48699 	49441 	48071 	52878 	52382 b	50920 	52954 b	49223 	46082 	51211 	52347 	66355 	55318 	55455 	54408 
A,NAC,MEI_E,DEG1,M,Y_LT18,CY	: 	: 	8543 	9582 	10512 	11333 b	19995 	19755 	20534 	20987 b	19744 	18189 	18315 	18376 	19197 	18164 	21070 	20368 	19650 	22358 
A,NAC,MEI_E,DEG1,M,Y_LT18,CZ	: 	: 	143721 	159361 	167744 	188406 	211029 	222110 	224208 	235657 b	235212 	236621 	262289 	262109 	260832 	276205 	299721 	328287 	333080 	378328 
A,NAC,MEI_E,DEG1,M,Y_LT18,DE	: 	: 	17389 	16766 	19237 	20033 	20873 	20051 	20057 	20380 b	21106 	21723 	23076 	22923 	23133 	22742 	25293 	27828 b	27504 	27494 
A,NAC,MEI_E,DEG1,M,Y_LT18,DK	178461 	182526 	187696 	191527 	208677 	222936 	231904 	206098 	256970 b	251435 b	224234 	237471 	221889 	247702 	248458 	272809 	264235 	253775 b	299377 	296937 
A,NAC,MEI_E,DEG1,M,Y_LT18,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19026 e	19719 e	20120 e	20441 e	20431 e	21221 e	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19026 	19818 	20219 	20544 	20526 	21318 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19068 	19719 	20120 	20441 	20431 	21221 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EE	: 	3779 	3909 	4743 	5662 	7092 	8151 	7612 	7542 	8596 b	8787 	9489 b	9917 	11278 	11888 	13040 	13898 	14861 	15731 	19695 
A,NAC,MEI_E,DEG1,M,Y_LT18,EL	10849 	11173 	12262 	13014 	12885 	13531 	13937 	14083 	12455 	10912 b	9945 	8960 	8572 	8664 	8865 	8997 	8810 	9556 	9736 	10660 
A,NAC,MEI_E,DEG1,M,Y_LT18,ES	: 	12267 	12134 	12636 	13675 	15861 b	17584 	17325 	17232 	16550 b	15183 	15237 	15233 	16300 	17058 	17694 	17766 	16993 	17221 	18458 
A,NAC,MEI_E,DEG1,M,Y_LT18,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45279 e	50456 e	50712 e	54144 e	56379 e	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45271 	50450 	50692 	54108 	56341 	80610 e	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52727 e	58966 e	59580 e	63587 e	66146 e	80538 e	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45279 	50456 	50712 	54144 	56379 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,FI	: 	19348 	21045 	22875 	23621 	23257 	25914 	27463 	26070 	27648 b	27133 	27050 	27253 	27491 	27351 	28405 	29928 	30561 	29826 	32095 
A,NAC,MEI_E,DEG1,M,Y_LT18,FR	: 	16097 	17667 	17458 	17420 	20644 b	20994 	21096 	21967 	22488 b	23610 	22748 	23667 	23683 	23257 	22646 	23606 	23258 b	25669 	24857 b
A,NAC,MEI_E,DEG1,M,Y_LT18,HR	: 	: 	: 	: 	: 	: 	: 	54043 	49842 	49436 b	47820 	47022 	51873 	54932 	61719 	63797 	70734 	68237 	75775 	83319 
A,NAC,MEI_E,DEG1,M,Y_LT18,HU	: 	: 	1092583 	1160141 	1158260 	1278894 	1428656 	1438393 	1607856 	1797840 b	1820274 	1603522 	1741884 	1845986 	1924450 	1949227 	2455955 	2585118 	2780836 	3094167 
A,NAC,MEI_E,DEG1,M,Y_LT18,IE	19836 	21396 	23325 	24963 	28253 	28437 	27336 	24355 	23868 	23285 b	24171 	23710 	26981 	26977 	28338 	28485 	29661 	31806 b	32439 	33318 
A,NAC,MEI_E,DEG1,M,Y_LT18,IS	: 	2086657 	2322383 	2475376 	2977286 	3267729 	3820873 	3266886 	3198459 	3284101 b	3525640 	3755733 	3935961 	4248323 	4625578 	4888078 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,IT	: 	14746 	16371 	15722 	16479 	17364 	17095 	17505 	17619 	15956 	16331 	16725 	16819 b	17222 	17516 	17670 	17832 	19275 	18921 	22170 
A,NAC,MEI_E,DEG1,M,Y_LT18,LT	: 	: 	10444 	13289 	15985 	21544 	26872 	22088 	18925 	22077 b	23162 	23960 	7436 	7674 	8095 	10051 	10608 	12466 	14559 	16778 
A,NAC,MEI_E,DEG1,M,Y_LT18,LU	25669 	25229 	25331 	28542 	29468 	30112 	28693 	29927 	32076 	41181 b	44081 	43662 	39475 	43450 b	47292 	41486 	47237 	46565 b	48468 b	53717 b
A,NAC,MEI_E,DEG1,M,Y_LT18,LV	: 	: 	2997 	3843 	4505 	6662 	7175 	6221 	6077 	6445 b	6566 	6913 	7984 	8515 	8622 	9648 	11095 	11772 	13104 	13429 
A,NAC,MEI_E,DEG1,M,Y_LT18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	139358 	146698 	147478 	166421 	168522 	: 	: 
A,NAC,MEI_E,DEG1,M,Y_LT18,MT	: 	: 	3604 	3734 	8886 	9872 	10330 	10221 	10789 	11045 b	11882 	12847 	13493 	13928 	15255 	15502 	16235 	17523 	17387 	18141 
A,NAC,MEI_E,DEG1,M,Y_LT18,NL	: 	: 	16956 	18217 	19711 	22188 	21855 	21016 	21297 	21663 b	21787 	22796 	23496 	24455 b	25838 	26365 	27322 	29201 	31893 	33355 
A,NAC,MEI_E,DEG1,M,Y_LT18,NO	: 	234508 	226287 	246463 	242511 	284779 	303339 	306673 	314397 	325116 b	342045 	: 	387938 	378667 	374136 	381990 	407108 	431088 	428602 b	482427 
A,NAC,MEI_E,DEG1,M,Y_LT18,PL	: 	: 	15081 	17092 	18267 	21646 	24273 	26053 	26340 	29082 b	28612 	28646 	29716 	32044 	33242 	36110 	40232 	45750 	48512 	50573 
A,NAC,MEI_E,DEG1,M,Y_LT18,PT	: 	9928 	10172 	11023 	10193 	11052 	10785 	11323 	10858 	10489 b	9381 	9632 	10528 	10246 	10615 	11228 	12012 	13083 	13984 	12893 
A,NAC,MEI_E,DEG1,M,Y_LT18,RO	: 	: 	: 	: 	9094 	9931 	11065 	11840 	11939 	11636 b	10938 	12390 	12901 	14970 	18088 	24149 	28473 	31351 	39241 	40335 
A,NAC,MEI_E,DEG1,M,Y_LT18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	366797 	354803 	395415 	358936 	373458 	408926 	447133 	561686 	630906 	694502 
A,NAC,MEI_E,DEG1,M,Y_LT18,SE	: 	175454 	184663 	167968 	191352 	210823 b	242535 	214896 	218861 	229139 b	238329 	240035 	247683 	256146 	254200 	264959 	260085 	276501 	283249 	298260 
A,NAC,MEI_E,DEG1,M,Y_LT18,SI	: 	: 	2348212 	2693079 	11790 	13538 	14157 	13503 	13808 	13683 b	13634 	13773 	14659 	14493 	13787 	14844 	16136 	16149 	17644 	17821 
A,NAC,MEI_E,DEG1,M,Y_LT18,SK	: 	: 	125682 	159988 	167136 	183973 	6919 	7363 	7377 	8385 b	7603 	8014 	7342 	7782 	8372 	8171 	9058 	9148 	9299 	8841 
A,NAC,MEI_E,DEG1,M,Y_LT18,UK	: 	: 	13292 	13130 	14738 	16506 	15180 	15333 	16537 	16195 b	16033 	15782 	17488 	17283 	19579 b	20377 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	363479 	388332 	407671 	440258 	444432 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,AT	18728 	19303 	21101 	20551 	21104 	21818 b	23365 	23971 	24124 	24007 b	24506 	25638 	26232 	26359 	27949 	27714 	28094 	28807 	29100 	29447 
A,NAC,MEI_E,DEG1,T,TOTAL,BE	17103 	16880 	18707 	19053 	19056 	19870 	20981 	20973 	21370 	20487 b	21797 	22300 	22593 	23119 	22680 	23496 	24193 b	26175 	25483 	27514 
A,NAC,MEI_E,DEG1,T,TOTAL,BG	: 	: 	: 	3699 	3941 	6248 	7706 	8515 	8434 	7807 b	8690 	9620 	10253 	9413 b	11384 	11450 	13790 	14714 	16272 	16565 
A,NAC,MEI_E,DEG1,T,TOTAL,CH	: 	: 	: 	: 	53264 	55718 	56791 	56435 	56890 	56688 b	57744 	57212 b	57936 	54751 	55673 	57444 	58826 	62173 	60870 	59837 
A,NAC,MEI_E,DEG1,T,TOTAL,CY	: 	: 	9450 	10211 	11424 	11738 b	20632 	20812 	21214 	22335 b	21646 	20268 	19134 	19192 	19383 	19506 	21492 	21012 	21487 	22407 
A,NAC,MEI_E,DEG1,T,TOTAL,CZ	: 	: 	163728 	173516 	187964 	203051 	226781 	233047 	233669 	240777 b	240533 	245057 	251229 	260735 	268255 	284951 	307671 	334841 	351722 	383621 
A,NAC,MEI_E,DEG1,T,TOTAL,DE	: 	: 	18922 	17671 	20918 	21789 	21822 	22068 	22004 	21699 b	22548 	22446 	23584 	23848 	24559 	24728 	26128 	29842 b	29691 	29264 
A,NAC,MEI_E,DEG1,T,TOTAL,DK	174676 	176964 	180388 	186861 	196551 	201017 	204751 	206373 	235131 b	223559 b	216871 	229088 	233344 	239819 	246612 	256043 	252906 	254878 b	269099 	287793 
A,NAC,MEI_E,DEG1,T,TOTAL,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20810 e	21178 e	21710 e	22142 e	22489 e	22890 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20810 	21305 	21834 	22258 	22600 	23003 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20839 	21178 	21710 	22142 	22489 	22890 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EE	: 	3590 	4043 	4777 	5818 	6790 	7964 	7439 	7048 	7933 b	8744 	9731 b	10378 	11033 	11616 	12267 	13193 	14044 	15009 	17948 
A,NAC,MEI_E,DEG1,T,TOTAL,EL	11155 	11484 	12441 	12878 	13511 	14063 	15064 	15874 	13508 	11508 b	10041 	9637 	9434 	9441 	9456 	9578 	10068 	10899 	10666 	11490 
A,NAC,MEI_E,DEG1,T,TOTAL,ES	: 	12936 	13246 	14058 	14657 	17795 b	18877 	18793 	18293 	17853 b	17414 	17009 	16965 	17319 	17993 	18655 	19135 	19667 	19482 	20624 
A,NAC,MEI_E,DEG1,T,TOTAL,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54639 e	58619 e	60145 e	63052 e	66253 e	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54655 	58637 	60159 	63062 	66264 	84443 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62200 e	67155 e	69280 e	72333 e	76016 e	84327 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54639 	58619 	60145 	63052 	66253 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,FI	: 	20775 	22105 	22796 	23440 	24546 	26206 	26896 	27324 	28298 b	27797 	28087 	28221 	28575 	28891 	29465 	30065 	30873 	30547 	31685 
A,NAC,MEI_E,DEG1,T,TOTAL,FR	: 	18161 	19178 	19197 	18956 	23025 b	24039 	23947 	24909 	26020 b	26263 	26204 	26590 	27254 	26696 	26735 	27062 	26609 b	28001 	27983 b
A,NAC,MEI_E,DEG1,T,TOTAL,HR	: 	: 	: 	: 	: 	: 	: 	57274 	52740 	53055 b	53326 	51635 	55037 	57495 	61183 	64273 	68444 	71562 	76686 	83203 
A,NAC,MEI_E,DEG1,T,TOTAL,HU	: 	: 	1180766 	1364343 	1349902 	1416496 	1526980 	1540768 	1692484 	1750861 b	1780595 	1819528 	1897601 	2010444 	2035109 	2143379 	2378299 	2724400 	2939791 	3113244 
A,NAC,MEI_E,DEG1,T,TOTAL,IE	21670 	22875 	25075 	27373 	29535 	30818 	29504 	27919 	25966 	26424 b	26911 	26561 	27513 	28830 	30322 	32574 	32644 	34662 b	34712 	36811 
A,NAC,MEI_E,DEG1,T,TOTAL,IS	: 	2182367 	2388707 	2677807 	3177059 	3518942 	4092355 	3698137 	3422593 	3532669 b	3802518 	4089128 	4366274 	4805304 	5153644 	5467703 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,IT	: 	17143 	17883 	17678 	18352 	18693 	19036 	19376 	19395 	19459 	19099 	19170 	19312 b	19673 	20042 	20597 	20570 	21500 	21462 	22900 
A,NAC,MEI_E,DEG1,T,TOTAL,LT	: 	: 	11074 	13436 	16723 	20807 	24424 	20845 	18301 	21165 b	22692 	24016 	7872 	8437 	9404 	10116 	10871 	12375 	13766 	14928 
A,NAC,MEI_E,DEG1,T,TOTAL,LU	28868 	28762 	30210 	31443 	32603 	33507 	33366 	34532 	35057 	42656 b	43001 	43278 	43531 	44554 b	47788 	44929 	48452 	49482 b	55509 b	58329 b
A,NAC,MEI_E,DEG1,T,TOTAL,LV	: 	: 	3080 	3959 	4735 	6692 	7251 	6063 	5744 	6068 b	6410 	7116 	7832 	8444 	8683 	9706 	10852 	11338 	12231 	13052 
A,NAC,MEI_E,DEG1,T,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	168705 	174829 	186162 	197876 	214226 	: 	: 
A,NAC,MEI_E,DEG1,T,TOTAL,MT	: 	: 	4161 	4362 	10187 	11181 	11867 	11744 	12149 	12722 b	13512 	14435 	15236 	15504 	16435 	16737 	17290 	19057 	18865 	19473 
A,NAC,MEI_E,DEG1,T,TOTAL,NL	: 	: 	19388 	19975 	21511 	22957 	23151 	23021 	23007 	22918 b	23023 	23434 	23809 	25249 b	26353 	26641 	27213 	28600 	30270 	31455 
A,NAC,MEI_E,DEG1,T,TOTAL,NO	: 	246452 	265095 	267061 	259869 	293019 	314455 	320946 	329172 	347413 b	357133 	: 	384958 	397422 	400519 	388830 	417857 	443415 	436489 b	477787 
A,NAC,MEI_E,DEG1,T,TOTAL,PL	: 	: 	16540 	18177 	19518 	22639 	25680 	26804 	27797 	29362 b	29949 	30916 	32069 	32835 	34873 	36010 	39706 	44395 	46738 	52160 
A,NAC,MEI_E,DEG1,T,TOTAL,PT	: 	10738 	11317 	11693 	11562 	11968 	12177 	11990 	11905 	11823 b	11073 	10935 	11239 	11774 	12205 	12322 	12962 	14055 	14578 	14406 
A,NAC,MEI_E,DEG1,T,TOTAL,RO	: 	: 	: 	: 	9460 	10687 	12597 	13403 	13423 	13454 b	13092 	14245 	14640 	16267 	18435 	24219 	28836 	30876 	36396 	39844 
A,NAC,MEI_E,DEG1,T,TOTAL,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	414666 	402428 	421251 	414920 	425444 	437042 	514281 	607508 	679830 	711154 
A,NAC,MEI_E,DEG1,T,TOTAL,SE	: 	182368 	192630 	191676 	204139 	217904 b	241838 	231837 	236711 	247758 b	247123 	250706 	256477 	272469 	290079 	284725 	281270 	297322 	306842 	309985 
A,NAC,MEI_E,DEG1,T,TOTAL,SI	: 	: 	2512548 	2680859 	11970 	13076 	14009 	13917 	14215 	13918 b	13541 	13840 	14316 	14399 	14356 	14987 	16048 	16428 	17499 	18291 
A,NAC,MEI_E,DEG1,T,TOTAL,SK	: 	: 	140817 	180741 	186600 	202510 	7439 	7827 	8009 	8837 b	8178 	8490 	8094 	8691 	8793 	8920 	9869 	10062 	9748 	10215 
A,NAC,MEI_E,DEG1,T,TOTAL,UK	: 	: 	15324 	15276 	16621 	18191 	17005 	17111 	17934 	18195 b	18074 	18861 	19315 	19797 	21993 b	22652 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	379634 	403263 	420144 	458685 	465408 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,AT	19209 	19751 	21487 	21163 	21522 	22663 b	24278 	24663 	24656 	24442 b	25331 	26027 	26406 	26325 	28347 	28496 	28846 	29392 	29431 	29801 
A,NAC,MEI_E,DEG1,T,Y18-64,BE	18242 	17972 	20356 	20599 	20332 	21214 	22396 	22190 	22779 	21486 b	22790 	23316 	23463 	23660 	23655 	24697 	25353 b	27344 	26909 	29001 
A,NAC,MEI_E,DEG1,T,Y18-64,BG	: 	: 	: 	3943 	4195 	6715 	8319 	8997 	8911 	8346 b	9298 	10305 	11068 	10213 b	12437 	12485 	15284 	16412 	17722 	18003 
A,NAC,MEI_E,DEG1,T,Y18-64,CH	: 	: 	: 	: 	56658 	59797 	61114 	60965 	60632 	60385 b	61421 	59681 b	60438 	58073 	58433 	60552 	61531 	66570 	65353 	63723 
A,NAC,MEI_E,DEG1,T,Y18-64,CY	: 	: 	10125 	10926 	12296 	12515 b	22011 	22102 	22504 	23436 b	22610 	21529 	19727 	19921 	19982 	20034 	22404 	21791 	22297 	23060 
A,NAC,MEI_E,DEG1,T,Y18-64,CZ	: 	: 	176722 	186331 	201817 	216935 	242066 	246366 	246779 	254026 b	251097 	258771 	266015 	279162 	288571 	308578 	333850 	365104 	382201 	419537 
A,NAC,MEI_E,DEG1,T,Y18-64,DE	: 	: 	19758 	18452 	21919 	22788 	22627 	22839 	22684 	22062 b	23035 	23086 	24184 	24730 	25580 	25531 	27281 	31102 b	31166 	30580 
A,NAC,MEI_E,DEG1,T,Y18-64,DK	178266 	181979 	185813 	192263 	199711 	203531 	208246 	213968 	238955 b	225760 b	217959 	228390 	235568 	237647 	244156 	255402 	252860 	253801 b	270043 	293583 
A,NAC,MEI_E,DEG1,T,Y18-64,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21066 e	21404 e	22006 e	22613 e	22926 e	23318 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21066 	21530 	22126 	22725 	23033 	23425 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21109 	21404 	22006 	22613 	22926 	23318 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EE	: 	3831 	4293 	5164 	6372 	7328 	8557 	7836 	7277 	8227 b	9205 	10466 b	11177 	11795 	12373 	13192 	14140 	15107 	16114 	19529 
A,NAC,MEI_E,DEG1,T,Y18-64,EL	11516 	11798 	12846 	13340 	13993 	14516 	15753 	16539 	14103 	11501 b	10136 	9656 	9521 	9546 	9549 	9712 	10335 	11066 	10659 	11643 
A,NAC,MEI_E,DEG1,T,Y18-64,ES	: 	13617 	14055 	14980 	15503 	18661 b	19663 	19623 	18937 	18369 b	17987 	17337 	17263 	17532 	18282 	19047 	19518 	20135 	19778 	21115 
A,NAC,MEI_E,DEG1,T,Y18-64,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57361 e	61125 e	62423 e	65505 e	68854 e	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57377 	61139 	62431 	65511 	68862 	87125 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65089 e	69778 e	71764 e	74802 e	78749 e	87018 e	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57361 	61125 	62423 	65505 	68854 	: 	: 	: 	: 
A,NAC,MEI_E,DEG1,T,Y18-64,FI	: 	21842 	23161 	23734 	24512 	25905 	27359 	27860 	28597 	29137 b	28770 	28865 	28772 	29192 	29458 	30427 	30753 	31713 	31589 	32175 
A,NAC,MEI_E,DEG1,T,Y18-64,FR	: 	18702 	19526 	19705 	19361 	23359 b	24287 	24100 	24890 	26080 b	26602 	25994 	26395 	27143 	26956 	26692 	26320 	27170 b	29189 	29397 b
A,NAC,MEI_E,DEG1,T,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	60481 	55034 	55763 b	55749 	54354 	58463 	60862 	64404 	67441 	71958 	76605 	81608 	89245 
A,NAC,MEI_E,DEG1,T,Y18-64,HU	: 	: 	1233540 	1443653 	1423388 	1471247 	1570235 	1582950 	1762217 	1783344 b	1816286 	1870435 	1942726 	2060926 	2086683 	2217219 	2476980 	2838782 	3072361 	3218532 
